attr_id,adj,label
acquisitiveness.n.01,courteous,No
acquisitiveness.n.01,crowded,No
acquisitiveness.n.01,despicable,No
acquisitiveness.n.01,different,No
acquisitiveness.n.01,exact,No
acquisitiveness.n.01,extension,No
acquisitiveness.n.01,foolhardy,No
acquisitiveness.n.01,fresh,No
acquisitiveness.n.01,heavier,No
acquisitiveness.n.01,horrible,No
acquisitiveness.n.01,inconceivable,No
acquisitiveness.n.01,inconclusive,No
acquisitiveness.n.01,invisible,No
acquisitiveness.n.01,multifaceted,No
acquisitiveness.n.01,obese,No
acquisitiveness.n.01,on-going,No
acquisitiveness.n.01,responsible,No
acquisitiveness.n.01,rich,No
acquisitiveness.n.01,sensitized,No
acquisitiveness.n.01,seperate,No
acquisitiveness.n.01,sinister,Yes
acquisitiveness.n.01,spoiled,No
acquisitiveness.n.01,static,No
acquisitiveness.n.01,stupid,No
acquisitiveness.n.01,succinct,No
acquisitiveness.n.01,suspicious,No
acquisitiveness.n.01,unorthodox,No
acquisitiveness.n.01,unpolluted,No
acquisitiveness.n.01,unserviceable,No
acquisitiveness.n.01,valiant,No
acquisitiveness.n.01,watchful,No
action.n.02,bodily,No
action.n.02,courteous,No
action.n.02,crowded,No
action.n.02,crushed,No
action.n.02,damaged,No
action.n.02,east,No
action.n.02,even-handed,No
action.n.02,exceptional,No
action.n.02,extension,No
action.n.02,favourable,No
action.n.02,headstrong,No
action.n.02,honourable,No
action.n.02,hunger,No
action.n.02,inconceivable,No
action.n.02,lawful,No
action.n.02,meritorious,No
action.n.02,potent,No
action.n.02,preliminary,No
action.n.02,public,No
action.n.02,sensitized,No
action.n.02,solitary,No
action.n.02,spoiled,No
action.n.02,static,Yes
action.n.02,technical,No
action.n.02,truthful,No
action.n.02,unjust,No
action.n.02,unpolluted,No
action.n.02,unrecognised,No
action.n.02,watchful,No
action.n.02,young,No
activeness.n.02,accurate,No
activeness.n.02,alien,No
activeness.n.02,analytical,No
activeness.n.02,aspirational,No
activeness.n.02,bereft,No
activeness.n.02,bodily,No
activeness.n.02,careless,No
activeness.n.02,conceivable,No
activeness.n.02,conspicuous,No
activeness.n.02,damaged,No
activeness.n.02,dazzling,No
activeness.n.02,deliberate,No
activeness.n.02,east,No
activeness.n.02,even-handed,No
activeness.n.02,fashionable,No
activeness.n.02,friendly,No
activeness.n.02,heavier,No
activeness.n.02,hunger,No
activeness.n.02,inconceivable,No
activeness.n.02,inconclusive,No
activeness.n.02,innovatory,No
activeness.n.02,inside,No
activeness.n.02,invisible,No
activeness.n.02,lawful,No
activeness.n.02,modesty,No
activeness.n.02,multifaceted,No
activeness.n.02,obese,No
activeness.n.02,plentiful,No
activeness.n.02,potent,No
activeness.n.02,proscribed,No
activeness.n.02,protective,No
activeness.n.02,public,No
activeness.n.02,red,No
activeness.n.02,reliable,No
activeness.n.02,responsible,No
activeness.n.02,rich,No
activeness.n.02,sensitized,No
activeness.n.02,serious,No
activeness.n.02,sinister,No
activeness.n.02,static,No
activeness.n.02,strange,No
activeness.n.02,stupid,No
activeness.n.02,tiresome,No
activeness.n.02,truthful,No
activeness.n.02,unlinked,No
activeness.n.02,unorthodox,No
activeness.n.02,unpolluted,No
activeness.n.02,user-friendly,No
activeness.n.02,watchful,No
activeness.n.02,young,No
actuality.n.01,accurate,No
actuality.n.01,alien,No
actuality.n.01,all-encompassing,No
actuality.n.01,aspirational,No
actuality.n.01,atypical,No
actuality.n.01,authorized,No
actuality.n.01,bereft,Yes
actuality.n.01,careless,Yes
actuality.n.01,chilled,No
actuality.n.01,clear,No
actuality.n.01,conceivable,Yes
actuality.n.01,conspicuous,No
actuality.n.01,damaged,No
actuality.n.01,discernible,Yes
actuality.n.01,east,No
actuality.n.01,exact,No
actuality.n.01,exceptional,No
actuality.n.01,fashionable,No
actuality.n.01,fresh,No
actuality.n.01,friendly,No
actuality.n.01,headstrong,Yes
actuality.n.01,heavier,No
actuality.n.01,honourable,No
actuality.n.01,horrible,No
actuality.n.01,hunger,No
actuality.n.01,inconceivable,Yes
actuality.n.01,inconclusive,No
actuality.n.01,innovatory,No
actuality.n.01,invisible,Yes
actuality.n.01,itty-bitty,No
actuality.n.01,meritorious,No
actuality.n.01,monochrome,Yes
actuality.n.01,noble,No
actuality.n.01,obese,Yes
actuality.n.01,plentiful,No
actuality.n.01,proscribed,No
actuality.n.01,protective,No
actuality.n.01,reliable,No
actuality.n.01,responsible,No
actuality.n.01,rich,No
actuality.n.01,same,No
actuality.n.01,sensitized,No
actuality.n.01,seperate,Yes
actuality.n.01,sinister,No
actuality.n.01,solitary,No
actuality.n.01,static,No
actuality.n.01,stimulating,No
actuality.n.01,stupid,No
actuality.n.01,succinct,No
actuality.n.01,suspicious,No
actuality.n.01,technical,No
actuality.n.01,tight,No
actuality.n.01,truthful,No
actuality.n.01,unlinked,No
actuality.n.01,unorthodox,No
actuality.n.01,unrecognised,Yes
actuality.n.01,unserviceable,No
actuality.n.01,user-friendly,No
actuality.n.01,valiant,No
actuality.n.01,watchful,No
adequacy.n.01,aspirational,No
adequacy.n.01,atypical,No
adequacy.n.01,careless,Yes
adequacy.n.01,chilled,No
adequacy.n.01,correct,No
adequacy.n.01,deliberate,No
adequacy.n.01,discernible,No
adequacy.n.01,enshrined,No
adequacy.n.01,even-handed,No
adequacy.n.01,fashionable,No
adequacy.n.01,favourable,Yes
adequacy.n.01,honourable,No
adequacy.n.01,horrible,No
adequacy.n.01,inconceivable,No
adequacy.n.01,inconclusive,Yes
adequacy.n.01,inhumane,No
adequacy.n.01,innovatory,No
adequacy.n.01,inside,No
adequacy.n.01,invisible,No
adequacy.n.01,joyful,No
adequacy.n.01,monochrome,No
adequacy.n.01,obese,No
adequacy.n.01,plentiful,No
adequacy.n.01,potent,No
adequacy.n.01,preliminary,No
adequacy.n.01,protective,No
adequacy.n.01,responsible,Yes
adequacy.n.01,same,No
adequacy.n.01,solitary,No
adequacy.n.01,spoiled,No
adequacy.n.01,strange,No
adequacy.n.01,stupid,No
adequacy.n.01,tight,No
adequacy.n.01,truthful,No
adequacy.n.01,unceasing,No
adequacy.n.01,unjust,No
adequacy.n.01,unorthodox,No
adequacy.n.01,valiant,No
adequacy.n.01,watchful,No
adequacy.n.01,young,No
admissibility.n.01,alien,No
admissibility.n.01,bereft,No
admissibility.n.01,crowded,No
admissibility.n.01,crushed,No
admissibility.n.01,deliberate,No
admissibility.n.01,different,No
admissibility.n.01,enshrined,No
admissibility.n.01,exact,No
admissibility.n.01,exceptional,No
admissibility.n.01,fresh,No
admissibility.n.01,honourable,No
admissibility.n.01,horrible,No
admissibility.n.01,hunger,No
admissibility.n.01,inclined,No
admissibility.n.01,inconceivable,No
admissibility.n.01,itty-bitty,No
admissibility.n.01,lawful,Yes
admissibility.n.01,monotonous,No
admissibility.n.01,profit-making,No
admissibility.n.01,sensitized,No
admissibility.n.01,sinister,No
admissibility.n.01,solitary,No
admissibility.n.01,spoiled,No
admissibility.n.01,strange,No
admissibility.n.01,technical,No
admissibility.n.01,tight,No
admissibility.n.01,unlinked,No
admissibility.n.01,user-friendly,No
admissibility.n.01,valiant,No
admissibility.n.01,watchful,No
affectedness.n.01,accurate,No
affectedness.n.01,alien,No
affectedness.n.01,authorized,No
affectedness.n.01,chilled,No
affectedness.n.01,clear,No
affectedness.n.01,courteous,No
affectedness.n.01,crushed,No
affectedness.n.01,damaged,No
affectedness.n.01,deliberate,No
affectedness.n.01,despicable,No
affectedness.n.01,different,No
affectedness.n.01,discernible,No
affectedness.n.01,even-handed,No
affectedness.n.01,exact,No
affectedness.n.01,exceptional,No
affectedness.n.01,fashionable,No
affectedness.n.01,favourable,No
affectedness.n.01,friendly,No
affectedness.n.01,headstrong,No
affectedness.n.01,heavier,No
affectedness.n.01,illuminated,No
affectedness.n.01,inhumane,No
affectedness.n.01,inside,No
affectedness.n.01,invisible,No
affectedness.n.01,itty-bitty,No
affectedness.n.01,joyful,No
affectedness.n.01,lawful,No
affectedness.n.01,meritorious,No
affectedness.n.01,monochrome,No
affectedness.n.01,noble,No
affectedness.n.01,on-going,No
affectedness.n.01,profit-making,No
affectedness.n.01,protective,No
affectedness.n.01,red,No
affectedness.n.01,serious,No
affectedness.n.01,sinister,No
affectedness.n.01,static,No
affectedness.n.01,stupid,No
affectedness.n.01,unlinked,No
affectedness.n.01,unrecognised,No
age.n.01,all-encompassing,No
age.n.01,analytical,No
age.n.01,authorized,No
age.n.01,conspicuous,No
age.n.01,damaged,No
age.n.01,despicable,No
age.n.01,even-handed,No
age.n.01,exact,No
age.n.01,exceptional,No
age.n.01,favourable,No
age.n.01,joyful,No
age.n.01,monotonous,No
age.n.01,plentiful,No
age.n.01,seperate,No
age.n.01,sinister,No
age.n.01,stimulating,No
age.n.01,suspicious,No
age.n.01,technical,No
age.n.01,tiresome,No
age.n.01,user-friendly,No
airworthiness.n.01,aspirational,No
airworthiness.n.01,bereft,No
airworthiness.n.01,clear,No
airworthiness.n.01,conspicuous,No
airworthiness.n.01,crowded,No
airworthiness.n.01,extension,No
airworthiness.n.01,hunger,No
airworthiness.n.01,inclined,No
airworthiness.n.01,inconceivable,No
airworthiness.n.01,itty-bitty,No
airworthiness.n.01,meritorious,No
airworthiness.n.01,monotonous,No
airworthiness.n.01,public,No
airworthiness.n.01,responsible,No
airworthiness.n.01,same,No
airworthiness.n.01,sensitized,No
airworthiness.n.01,solitary,No
airworthiness.n.01,unorthodox,No
airworthiness.n.01,unserviceable,No
airworthiness.n.01,watchful,No
alarm.n.01,accurate,No
alarm.n.01,authorized,No
alarm.n.01,clear,No
alarm.n.01,crushed,No
alarm.n.01,enshrined,No
alarm.n.01,exact,No
alarm.n.01,exceptional,No
alarm.n.01,honourable,No
alarm.n.01,inhumane,Yes
alarm.n.01,modesty,No
alarm.n.01,obese,No
alarm.n.01,on-going,No
alarm.n.01,potent,No
alarm.n.01,preliminary,No
alarm.n.01,profit-making,No
alarm.n.01,rich,No
alarm.n.01,sensitized,Yes
alarm.n.01,unpolluted,No
alarm.n.01,user-friendly,No
alarm.n.01,watchful,No
ambition.n.02,atypical,No
ambition.n.02,chilled,No
ambition.n.02,conceivable,No
ambition.n.02,crowded,No
ambition.n.02,dazzling,No
ambition.n.02,discernible,No
ambition.n.02,exceptional,No
ambition.n.02,foolhardy,No
ambition.n.02,inconclusive,No
ambition.n.02,inhumane,No
ambition.n.02,multifaceted,No
ambition.n.02,profit-making,Yes
ambition.n.02,sinister,No
ambition.n.02,static,No
ambition.n.02,succinct,No
ambition.n.02,truthful,No
ambition.n.02,unjust,No
ambition.n.02,unlinked,No
ambition.n.02,unproductive,No
ambition.n.02,user-friendly,No
ancestry.n.02,alien,Yes
ancestry.n.02,atypical,No
ancestry.n.02,authorized,No
ancestry.n.02,bodily,No
ancestry.n.02,chilled,No
ancestry.n.02,clear,No
ancestry.n.02,conspicuous,No
ancestry.n.02,courteous,No
ancestry.n.02,crowded,No
ancestry.n.02,crushed,No
ancestry.n.02,dazzling,No
ancestry.n.02,despicable,No
ancestry.n.02,east,No
ancestry.n.02,even-handed,No
ancestry.n.02,exact,No
ancestry.n.02,exceptional,No
ancestry.n.02,fashionable,No
ancestry.n.02,foolhardy,No
ancestry.n.02,fresh,No
ancestry.n.02,headstrong,No
ancestry.n.02,honourable,No
ancestry.n.02,horrible,No
ancestry.n.02,illuminated,No
ancestry.n.02,inclined,No
ancestry.n.02,inconceivable,No
ancestry.n.02,inconclusive,No
ancestry.n.02,inhumane,No
ancestry.n.02,innovatory,No
ancestry.n.02,inside,No
ancestry.n.02,itty-bitty,No
ancestry.n.02,modesty,No
ancestry.n.02,monochrome,No
ancestry.n.02,multifaceted,No
ancestry.n.02,on-going,No
ancestry.n.02,protective,No
ancestry.n.02,public,No
ancestry.n.02,red,No
ancestry.n.02,rich,No
ancestry.n.02,same,No
ancestry.n.02,sensitized,No
ancestry.n.02,serious,No
ancestry.n.02,spoiled,No
ancestry.n.02,static,No
ancestry.n.02,strange,No
ancestry.n.02,stupid,No
ancestry.n.02,succinct,No
ancestry.n.02,suspicious,No
ancestry.n.02,technical,No
ancestry.n.02,tight,No
ancestry.n.02,tiresome,No
ancestry.n.02,truthful,No
ancestry.n.02,unjust,No
ancestry.n.02,unorthodox,No
ancestry.n.02,unpolluted,No
ancestry.n.02,unproductive,No
ancestry.n.02,unrecognised,No
ancestry.n.02,unserviceable,No
ancestry.n.02,user-friendly,No
ancestry.n.02,watchful,No
ancestry.n.02,young,No
animateness.n.01,analytical,No
animateness.n.01,bodily,Yes
animateness.n.01,damaged,No
animateness.n.01,enshrined,No
animateness.n.01,exact,No
animateness.n.01,potent,No
animateness.n.01,succinct,No
animateness.n.01,unproductive,No
animateness.n.01,unserviceable,No
animateness.n.01,user-friendly,No
animation.n.01,all-encompassing,No
animation.n.01,analytical,No
animation.n.01,atypical,No
animation.n.01,authorized,No
animation.n.01,bereft,No
animation.n.01,bright,Yes
animation.n.01,chilled,No
animation.n.01,clear,No
animation.n.01,correct,No
animation.n.01,courteous,No
animation.n.01,crowded,No
animation.n.01,east,No
animation.n.01,enshrined,No
animation.n.01,exceptional,Yes
animation.n.01,extension,No
animation.n.01,favourable,No
animation.n.01,fresh,Yes
animation.n.01,friendly,No
animation.n.01,heavier,No
animation.n.01,illuminated,Yes
animation.n.01,inconceivable,No
animation.n.01,innovatory,No
animation.n.01,itty-bitty,No
animation.n.01,meritorious,No
animation.n.01,monochrome,No
animation.n.01,multifaceted,No
animation.n.01,plentiful,No
animation.n.01,red,No
animation.n.01,responsible,No
animation.n.01,serious,No
animation.n.01,spoiled,No
animation.n.01,succinct,No
animation.n.01,unceasing,Yes
animation.n.01,unjust,No
animation.n.01,unorthodox,No
animation.n.01,unpolluted,No
animation.n.01,unproductive,No
animation.n.01,unrecognised,No
animation.n.01,user-friendly,No
animation.n.01,watchful,No
animation.n.02,accurate,No
animation.n.02,all-encompassing,No
animation.n.02,bright,Yes
animation.n.02,crushed,No
animation.n.02,enshrined,No
animation.n.02,heavier,No
animation.n.02,honourable,No
animation.n.02,inconceivable,No
animation.n.02,plentiful,No
animation.n.02,profit-making,No
animation.n.02,protective,No
animation.n.02,public,No
animation.n.02,seperate,No
animation.n.02,sinister,No
animation.n.02,spoiled,No
animation.n.02,stupid,No
animation.n.02,suspicious,No
animation.n.02,unorthodox,No
animation.n.02,unpolluted,No
animation.n.02,unserviceable,No
animation.n.03,all-encompassing,No
animation.n.03,authorized,No
animation.n.03,bright,No
animation.n.03,chilled,Yes
animation.n.03,clear,No
animation.n.03,conspicuous,No
animation.n.03,courteous,No
animation.n.03,crowded,No
animation.n.03,deliberate,No
animation.n.03,despicable,No
animation.n.03,discernible,No
animation.n.03,even-handed,No
animation.n.03,exact,No
animation.n.03,fashionable,No
animation.n.03,fresh,No
animation.n.03,honourable,No
animation.n.03,horrible,No
animation.n.03,inconclusive,No
animation.n.03,inside,No
animation.n.03,meritorious,No
animation.n.03,multifaceted,No
animation.n.03,obese,No
animation.n.03,preliminary,No
animation.n.03,profit-making,No
animation.n.03,proscribed,No
animation.n.03,protective,No
animation.n.03,public,No
animation.n.03,red,No
animation.n.03,responsible,No
animation.n.03,sensitized,No
animation.n.03,sinister,No
animation.n.03,solitary,No
animation.n.03,spoiled,No
animation.n.03,succinct,No
animation.n.03,suspicious,No
animation.n.03,tiresome,Yes
animation.n.03,truthful,No
animation.n.03,unceasing,No
animation.n.03,unjust,No
animation.n.03,young,No
appetizingness.n.01,all-encompassing,No
appetizingness.n.01,atypical,No
appetizingness.n.01,authorized,No
appetizingness.n.01,bodily,No
appetizingness.n.01,crowded,No
appetizingness.n.01,crushed,No
appetizingness.n.01,dazzling,No
appetizingness.n.01,discernible,No
appetizingness.n.01,enshrined,No
appetizingness.n.01,exceptional,No
appetizingness.n.01,fashionable,No
appetizingness.n.01,foolhardy,No
appetizingness.n.01,headstrong,No
appetizingness.n.01,heavier,No
appetizingness.n.01,inconclusive,No
appetizingness.n.01,inhumane,No
appetizingness.n.01,invisible,No
appetizingness.n.01,itty-bitty,No
appetizingness.n.01,joyful,Yes
appetizingness.n.01,monochrome,No
appetizingness.n.01,monotonous,No
appetizingness.n.01,plentiful,No
appetizingness.n.01,preliminary,No
appetizingness.n.01,red,No
appetizingness.n.01,solitary,No
appetizingness.n.01,technical,No
appetizingness.n.01,tight,No
appetizingness.n.01,unpolluted,No
appetizingness.n.01,user-friendly,No
appetizingness.n.01,young,No
appropriateness.n.02,accurate,No
appropriateness.n.02,alien,No
appropriateness.n.02,bodily,No
appropriateness.n.02,crushed,No
appropriateness.n.02,discernible,Yes
appropriateness.n.02,enshrined,No
appropriateness.n.02,even-handed,No
appropriateness.n.02,foolhardy,No
appropriateness.n.02,fresh,No
appropriateness.n.02,friendly,No
appropriateness.n.02,horrible,No
appropriateness.n.02,hunger,No
appropriateness.n.02,inconceivable,No
appropriateness.n.02,inconclusive,No
appropriateness.n.02,joyful,No
appropriateness.n.02,lawful,No
appropriateness.n.02,noble,No
appropriateness.n.02,protective,No
appropriateness.n.02,responsible,Yes
appropriateness.n.02,rich,No
appropriateness.n.02,same,No
appropriateness.n.02,seperate,No
appropriateness.n.02,sinister,No
appropriateness.n.02,strange,No
appropriateness.n.02,unceasing,No
appropriateness.n.02,unlinked,No
appropriateness.n.02,unproductive,No
appropriateness.n.02,unserviceable,No
appropriateness.n.02,valiant,No
appropriateness.n.02,watchful,No
assurance.n.01,alien,No
assurance.n.01,all-encompassing,No
assurance.n.01,aspirational,No
assurance.n.01,atypical,No
assurance.n.01,authorized,No
assurance.n.01,bodily,No
assurance.n.01,conceivable,Yes
assurance.n.01,correct,No
assurance.n.01,courteous,No
assurance.n.01,crushed,No
assurance.n.01,deliberate,No
assurance.n.01,east,No
assurance.n.01,enshrined,No
assurance.n.01,even-handed,No
assurance.n.01,exact,No
assurance.n.01,fashionable,No
assurance.n.01,heavier,No
assurance.n.01,horrible,No
assurance.n.01,inconceivable,No
assurance.n.01,inside,No
assurance.n.01,joyful,No
assurance.n.01,monotonous,No
assurance.n.01,noble,Yes
assurance.n.01,on-going,No
assurance.n.01,potent,No
assurance.n.01,profit-making,No
assurance.n.01,proscribed,No
assurance.n.01,protective,No
assurance.n.01,public,No
assurance.n.01,red,No
assurance.n.01,reliable,Yes
assurance.n.01,responsible,No
assurance.n.01,rich,No
assurance.n.01,same,No
assurance.n.01,sensitized,No
assurance.n.01,serious,No
assurance.n.01,sinister,No
assurance.n.01,solitary,No
assurance.n.01,strange,No
assurance.n.01,stupid,No
assurance.n.01,succinct,No
assurance.n.01,technical,No
assurance.n.01,tight,No
assurance.n.01,truthful,No
assurance.n.01,unceasing,No
assurance.n.01,unjust,No
assurance.n.01,unorthodox,No
assurance.n.01,unserviceable,No
assurance.n.01,user-friendly,No
assurance.n.01,watchful,No
astringency.n.02,all-encompassing,Yes
astringency.n.02,analytical,No
astringency.n.02,aspirational,No
astringency.n.02,clear,No
astringency.n.02,courteous,No
astringency.n.02,crowded,No
astringency.n.02,discernible,No
astringency.n.02,fashionable,No
astringency.n.02,favourable,Yes
astringency.n.02,foolhardy,No
astringency.n.02,fresh,No
astringency.n.02,headstrong,No
astringency.n.02,heavier,No
astringency.n.02,horrible,No
astringency.n.02,illuminated,No
astringency.n.02,inhumane,No
astringency.n.02,itty-bitty,No
astringency.n.02,lawful,No
astringency.n.02,meritorious,No
astringency.n.02,monochrome,No
astringency.n.02,monotonous,No
astringency.n.02,multifaceted,No
astringency.n.02,obese,No
astringency.n.02,potent,No
astringency.n.02,preliminary,No
astringency.n.02,same,No
astringency.n.02,sensitized,No
astringency.n.02,serious,Yes
astringency.n.02,spoiled,No
astringency.n.02,strange,No
astringency.n.02,stupid,No
astringency.n.02,tight,No
astringency.n.02,tiresome,No
